,Unnamed: 0,id,общая информация,Дата,Команда1,счет1,Команда2,счет2,Температура,Признак погоды,поб1,X,поб2,ТМ 2.5,ТБ 2.5,Матчи 1,Матчи 2,Отдых: дни (часы) 1,Отдых: дни (часы) 2,Победы 1,Победы 2,Ничьи 1,Ничьи 2,Поражения 1,Поражения 2,Забито голов 1,Забито голов 2,Пропущено голов 1,Пропущено голов 2,Забито голов за игру 1,Забито голов за игру 2,Пропущено голов за игру 1,Пропущено голов за игру 2,Сухие матчи 1,Сухие матчи 2,обе забьют 1,обе забьют 2,Тотал больше 2.5 1,Тотал больше 2.5 2,Тотал меньше 2.5 1,Тотал меньше 2.5 2,Удары 1,Удары 2,Удары  (соперник) 1,Удары  (соперник) 2,Удары в створ 1,Удары в створ 2,Удары в створ  (соперник) 1,Удары в створ  (соперник) 2,Владение 1,Владение 2,Владение  (соперник) 1,Владение  (соперник) 2,Угловые 1,Угловые 2,Угловые  (соперник) 1,Угловые  (соперник) 2,Нарушения 1,Нарушения 2,Нарушения  (соперник) 1,Нарушения  (соперник) 2,Офсайды 1,Офсайды 2,Офсайды  (соперник) 1,Офсайды  (соперник) 2,Желтые карточки 1,Желтые карточки 2,Желтые карточки  (соперник) 1,Желтые карточки  (соперник) 2,Красные карточки 1,Красные карточки 2,Красные карточки  (соперник) 1,Красные карточки  (соперник) 2
346,346,14898363,"Бундеслига, 30-й тур, регулярный сезон, 07.06.2020 19:00",07.06.2020 19:00,Аугсбург,1,Кёльн,1,+20°C,солнечно,2.99,3.84,2.46,2.27,1.78,10,10,(193) 8.0,5.8 (140),20%   2,4   40%,20%   2,2   20%,60%   6,4   40%,9,23,18,18,0.9,2.3,1.8,1.8,20%   2,3   30%,40%   4,7   70%,50%   5,10   100%,50%   5,0,8.4,14.4,12.7,11.9,3.7,5.9,4.9,4.0,40.8,48.2,59.2,51.8,4.0,5.5,3.8,4.6,9.9,12.9,11.1,11.0,2.6,2.20,1.3,1.30,2.0,2.0,1.9,2.1,0.0,0.1,0.0,0.1
347,347,14898364,"Бундеслига, 30-й тур, регулярный сезон, 07.06.2020 16:30",07.06.2020 16:30,Унион Берлин,1,Шальке,1,+19°C,переменная облачность,2.45,3.3,3.45,1.69,2.43,10,10,(167) 7.0,8.0 (191),20%   2,0,20%   2,3   30%,60%   6,7   70%,12,3,23,21,1.2,0.3,2.3,2.1,10%   1,1   10%,70%   7,3   30%,70%   7,5   50%,30%   3,5   50%,10.0,8.7,13.6,12.1,4.1,2.3,5.2,4.8,39.5,49.2,60.5,50.8,4.0,3.7,6.4,6.2,12.6,11.4,11.8,9.4,1.8,1.90,2.3,2.40,2.3,2.1,2.5,2.0,0.3,0.0,0.0,0.0
348,348,14898360,"Бундеслига, 30-й тур, регулярный сезон, 07.06.2020 14:30",07.06.2020 14:30,Вердер,0,Вольфсбург,1,+18°C,переменная облачность,4.15,3.74,2.02,2.04,1.95,10,10,(88) 3.7,7.9 (189),20%   2,5   50%,20%   2,2   20%,60%   6,3   30%,5,19,18,11,0.5,1.9,1.8,1.1,30%   3,3   30%,20%   2,6   60%,40%   4,8   80%,60%   6,2   20%,9.3,13.0,12.0,7.8,2.9,4.9,4.9,2.9,47.2,50.6,52.8,49.4,4.0,3.9,5.9,4.3,12.7,13.8,14.3,11.1,1.9,1.90,2.6,1.50,2.1,2.4,1.7,2.0,0.1,0.1,0.1,0.1
349,349,14898356,"Бундеслига, 30-й тур, регулярный сезон, 06.06.2020 19:30",06.06.2020 19:30,Боруссия Дортмунд,1,Герта,0,+16°C,солнечно,1.43,5.25,8.9,2.53,1.53,10,10,(143) 6.0,7.1 (170),80%   8,4   40%,0,3   30%,20%   2,3   30%,23,21,6,19,2.3,2.1,0.6,1.9,50%   5,3   30%,30%   3,6   60%,50%   5,9   90%,50%   5,1   10%,12.4,13.0,8.3,12.2,4.7,5.5,2.8,4.6,56.2,53.4,43.8,46.6,4.5,6.2,2.6,4.3,9.5,15.6,9.7,11.5,1.2,1.70,2.3,2.80,1.8,2.4,2.5,2.1,0.1,0.2,0.1,0.1
350,350,14898357,"Бундеслига, 30-й тур, регулярный сезон, 06.06.2020 16:30",06.06.2020 16:30,РБ Лейпциг,1,Падерборн 07,1,+16°C,солнечно,1.13,12.0,29.0,4.4,1.2,10,10,(114) 4.8,5.8 (140),60%   6,0,40%   4,4   40%,0,6   60%,25,9,6,21,2.5,0.9,0.6,2.1,60%   6,2   20%,40%   4,7   70%,60%   6,5   50%,40%   4,5   50%,15.4,10.8,8.5,12.9,6.0,3.2,3.1,5.1,52.1,44.9,47.9,55.1,6.1,4.2,4.1,7.5,11.0,12.0,12.4,10.0,2.2,2.10,2.9,1.80,1.7,2.5,2.4,1.9,0.1,0.1,0.0,0.0
351,351,14898358,"Бундеслига, 30-й тур, регулярный сезон, 06.06.2020 16:30",06.06.2020 16:30,Байер,2,Бавария,4,+20°C,солнечно,7.8,6.25,1.4,3.5,1.28,10,10,(186) 7.8,6.8 (164),80%   8,10   100%,10%   1,0,10%   1,0,25,32,10,5,2.5,3.2,1.0,0.5,30%   3,7   70%,70%   7,3   30%,70%   7,6   60%,30%   3,4   40%,11.9,18.6,9.0,7.7,5.9,6.9,3.4,3.0,61.1,65.5,38.9,34.5,5.1,7.8,4.6,2.3,12.8,8.4,11.6,9.2,1.6,2.50,2.1,2.90,2.5,1.0,2.2,1.6,0.0,0.0,0.2,0.1
352,352,14898359,"Бундеслига, 30-й тур, регулярный сезон, 06.06.2020 16:30",06.06.2020 16:30,Айнтрахт Франкфурт,0,Майнц,2,+18°C,солнечно,2.02,3.98,3.88,2.44,1.53,10,10,(66) 2.8,7.0 (167),30%   3,2   20%,20%   2,4   40%,50%   5,4   40%,16,10,23,18,1.6,1.0,2.3,1.8,20%   2,2   20%,60%   6,5   50%,90%   9,5   50%,10%   1,5   50%,12.9,9.0,14.3,12.2,5.2,2.9,5.9,4.9,49.8,46.0,50.2,54.0,5.6,5.8,4.4,6.2,14.0,13.2,11.1,13.4,1.9,1.40,2.4,1.00,2.5,2.2,2.1,2.3,0.2,0.1,0.0,0.2
353,353,14898361,"Бундеслига, 30-й тур, регулярный сезон, 06.06.2020 16:30",06.06.2020 16:30,Фортуна Дюссельдорф,2,Хоффенхайм,2,+18°C,солнечно,2.6,3.58,2.95,2.25,1.79,10,10,(164) 6.8,7.0 (167),20%   2,2   20%,50%   5,3   30%,30%   3,5   50%,13,12,18,21,1.3,1.2,1.8,2.1,20%   2,1   10%,70%   7,6   60%,50%   5,5   50%,50%   5,5   50%,13.3,12.7,11.5,15.2,5.1,4.6,4.8,6.7,50.2,46.6,49.8,53.4,5.1,5.4,4.2,6.4,11.9,10.4,13.3,11.2,2.1,1.80,2.4,1.90,2.3,2.1,1.3,2.3,0.0,0.1,0.2,0.1
354,354,14898362,"Бундеслига, 30-й тур, регулярный сезон, 05.06.2020 21:30",05.06.2020 21:30,Фрайбург,1,Боруссия М,0,+26°C,солнечно,5.2,4.33,1.73,2.43,1.69,10,10,(167) 7.0,5.2 (124),20%   2,5   50%,30%   3,3   30%,50%   5,2   20%,9,21,15,14,0.9,2.1,1.5,1.4,10%   1,1   10%,40%   4,9   90%,30%   3,8   80%,70%   7,2   20%,11.1,13.6,16.0,13.1,4.0,6.4,5.6,5.6,50.9,49.4,49.1,50.6,5.1,4.5,5.7,4.4,9.0,11.2,13.6,13.1,2.5,2.40,0.7,1.30,1.0,2.4,2.5,2.7,0.0,0.1,0.2,0.0
355,355,14898304,"Бундеслига, 24-й тур, регулярный сезон, 03.06.2020 21:30",03.06.2020 21:30,Вердер,0,Айнтрахт Франкфурт,3,+18°C,переменная облачность,3.08,3.64,2.49,2.13,1.87,10,10,(100) 4.2,4.2 (100),30%   3,3   30%,20%   2,2   20%,50%   5,5   50%,8,17,17,24,0.8,1.7,1.7,2.4,30%   3,1   10%,30%   3,7   70%,40%   4,9   90%,60%   6,1   10%,9.1,13.1,13.0,13.6,3.1,5.5,5.2,6.0,44.6,50.7,55.4,50.5,3.7,5.9,6.1,4.7,12.5,13.6,12.8,10.8,1.6,1.90,2.4,2.30,2.1,2.5,1.9,2.0,0.1,0.2,0.1,0.1
356,356,14898354,"Бундеслига, 29-й тур, регулярный сезон, 01.06.2020 21:30",01.06.2020 21:30,Кёльн,2,РБ Лейпциг,4,+24°C,солнечно,6.55,5.1,1.53,2.82,1.41,10,10,(119) 5.0,5.0 (121),40%   4,5   50%,20%   2,5   50%,40%   4,0,22,21,19,4,2.2,2.1,1.9,0.4,30%   3,7   70%,70%   7,3   30%,100%   10,5   50%,0,5   50%,14.7,14.6,11.6,8.9,5.8,5.2,4.1,2.9,47.5,50.4,52.5,49.6,5.4,5.7,4.0,4.8,12.2,11.8,11.0,11.8,2.5,2.80,1.2,2.90,1.9,1.8,2.1,2.4,0.1,0.1,0.1,0.0
357,357,14898355,"Бундеслига, 29-й тур, регулярный сезон, 31.05.2020 19:00",31.05.2020 19:00,Падерборн 07,1,Боруссия Дортмунд,6,+21°C,солнечно,10.25,6.45,1.33,2.9,1.39,10,10,(92) 3.8,4.9 (118),10%   1,7   70%,40%   4,0,50%   5,3   30%,10,20,15,9,1.0,2.0,1.5,0.9,30%   3,5   50%,60%   6,3   30%,40%   4,5   50%,60%   6,5   50%,11.6,11.9,13.4,8.3,3.4,4.1,4.9,3.3,45.5,55.0,54.5,45.0,4.6,4.4,7.3,2.7,12.3,10.0,10.5,10.2,1.8,1.40,1.7,2.40,2.5,1.6,2.0,2.5,0.2,0.1,0.0,0.1
358,358,14898348,"Бундеслига, 29-й тур, регулярный сезон, 31.05.2020 16:30",31.05.2020 16:30,Боруссия М,4,Унион Берлин,1,+21°C,солнечно,1.51,4.85,7.4,2.19,1.83,10,10,(114) 4.8,3.8 (90),50%   5,3   30%,30%   3,2   20%,20%   2,5   50%,20,20,14,20,2.0,2.0,1.4,2.0,10%   1,1   10%,90%   9,7   70%,80%   8,7   70%,20%   2,3   30%,13.5,9.78,13.1,13.33,5.9,4.0,5.9,4.56,50.5,39.0,49.5,61.0,4.7,4.11,4.4,6.67,10.6,13.0,13.6,11.67,2.5,1.89,1.6,2.11,2.2,2.33,2.8,2.44,0.1,0.33,0.0,0.0
359,359,14898347,"Бундеслига, 29-й тур, регулярный сезон, 30.05.2020 19:30",30.05.2020 19:30,Бавария,5,Фортуна Дюссельдорф,0,+20°C,переменная облачность,1.12,13.5,29.0,4.05,1.19,10,10,(95) 4.0,2.9 (69),90%   9,3   30%,10%   1,5   50%,0,2   20%,27,18,5,15,2.7,1.8,0.5,1.5,70%   7,2   20%,30%   3,8   80%,50%   5,5   50%,50%   5,5   50%,17.7,14.4,7.9,10.0,6.4,5.6,2.8,4.4,65.7,53.1,34.3,46.9,8.2,5.4,2.4,3.8,8.3,12.2,9.6,13.1,2.3,2.00,3.6,2.60,1.2,2.6,1.6,1.4,0.0,0.0,0.1,0.2
360,360,14898349,"Бундеслига, 29-й тур, регулярный сезон, 30.05.2020 16:30",30.05.2020 16:30,Вольфсбург,1,Айнтрахт Франкфурт,2,+19°C,переменная облачность,2.01,3.95,3.98,2.49,1.67,10,10,(90) 3.8,3.8 (90),60%   6,2   20%,20%   2,2   20%,20%   2,6   60%,21,15,11,27,2.1,1.5,1.1,2.7,30%   3,1   10%,60%   6,6   60%,80%   8,9   90%,20%   2,1   10%,12.8,12.6,8.3,14.0,5.0,5.2,3.1,6.2,49.6,50.3,50.4,49.7,3.9,5.6,4.4,4.8,13.3,12.4,10.3,9.5,1.8,2.00,1.4,1.80,2.2,2.1,1.7,1.6,0.1,0.1,0.0,0.0
361,361,14898350,"Бундеслига, 29-й тур, регулярный сезон, 30.05.2020 16:30",30.05.2020 16:30,Герта,2,Аугсбург,0,+19°C,переменная облачность,1.81,4.1,4.85,2.2,1.82,10,10,(68) 2.8,2.8 (66),30%   3,2   20%,40%   4,2   20%,30%   3,6   60%,19,9,19,18,1.9,0.9,1.9,1.8,30%   3,2   20%,60%   6,4   40%,90%   9,5   50%,10%   1,5   50%,12.7,9.7,12.4,12.8,4.9,4.1,4.7,4.6,52.4,41.2,47.6,58.8,5.8,3.7,4.2,3.5,14.7,10.1,11.7,11.0,1.7,2.80,3.0,1.40,2.2,1.8,1.9,2.0,0.2,0.0,0.1,0.0
362,362,14898351,"Бундеслига, 29-й тур, регулярный сезон, 30.05.2020 16:30",30.05.2020 16:30,Майнц,0,Хоффенхайм,1,+18°C,пасмурно,2.48,3.85,2.95,2.6,1.47,10,10,(66) 2.8,2.8 (66),20%   2,2   20%,40%   4,3   30%,40%   4,5   50%,11,13,20,22,1.1,1.3,2.0,2.2,20%   2,0,60%   6,7   70%,60%   6,6   60%,40%   4,4   40%,8.7,13.0,12.6,15.9,3.2,4.5,4.9,7.2,43.8,46.1,56.2,53.9,5.1,5.1,6.1,6.4,12.9,9.7,12.6,10.5,1.8,1.80,1.4,2.30,2.1,2.1,2.1,2.1,0.1,0.1,0.2,0.2
363,363,14898353,"Бундеслига, 29-й тур, регулярный сезон, 30.05.2020 16:30",30.05.2020 16:30,Шальке,0,Вердер,1,+19°C,солнечно,2.74,3.4,2.91,1.84,2.18,10,10,(66) 2.8,3.8 (90),10%   1,2   20%,30%   3,2   20%,60%   6,6   60%,6,8,22,19,0.6,0.8,2.2,1.9,10%   1,2   20%,40%   4,4   40%,60%   6,5   50%,40%   4,5   50%,8.8,9.1,12.9,12.9,2.9,3.0,5.3,5.5,49.7,43.9,50.3,56.1,3.8,3.2,6.2,6.2,11.4,12.8,9.9,11.6,2.6,1.80,2.4,2.70,2.0,2.3,1.8,1.6,0.0,0.1,0.1,0.1
364,364,14898352,"Бундеслига, 29-й тур, регулярный сезон, 29.05.2020 21:30",29.05.2020 21:30,Фрайбург,0,Байер,1,+26°C,солнечно,5.25,4.2,1.74,2.57,1.63,10,10,(71) 3.0,3.0 (71),20%   2,8   80%,30%   3,1   10%,50%   5,1   10%,9,26,16,11,0.9,2.6,1.6,1.1,10%   1,2   20%,40%   4,8   80%,30%   3,8   80%,70%   7,2   20%,12.5,12.6,17.1,9.0,4.7,6.5,5.8,3.9,52.6,60.6,47.4,39.4,5.1,4.8,5.7,4.2,9.3,13.0,13.0,12.6,2.3,1.70,0.6,1.90,1.4,2.4,2.5,2.6,0.0,0.0,0.3,0.2
365,365,14898343,"Бундеслига, 28-й тур, регулярный сезон, 27.05.2020 21:30",27.05.2020 21:30,Хоффенхайм,3,Кёльн,1,+23°C,солнечно,2.48,3.88,2.93,2.49,1.51,10,10,(100) 4.2,3.0 (73),20%   2,5   50%,30%   3,2   20%,50%   5,3   30%,13,24,21,17,1.3,2.4,2.1,1.7,10%   1,3   30%,60%   6,7   70%,60%   6,10   100%,40%   4,0,12.9,14.2,15.9,12.4,4.2,5.9,6.9,4.3,46.7,45.8,53.3,54.2,5.5,5.2,6.1,4.5,10.1,12.6,11.4,11.6,1.5,2.50,2.2,0.90,1.8,2.1,2.2,1.9,0.0,0.0,0.1,0.0
366,366,14898344,"Бундеслига, 28-й тур, регулярный сезон, 27.05.2020 21:30",27.05.2020 21:30,Фортуна Дюссельдорф,2,Шальке,1,+18°C,солнечно,2.64,3.4,3.04,1.87,2.13,10,10,(73) 3.0,3.3 (78),20%   2,1   10%,60%   6,4   40%,20%   2,5   50%,17,5,15,20,1.7,0.5,1.5,2.0,20%   2,2   20%,80%   8,3   30%,40%   4,5   50%,60%   6,5   50%,13.9,9.2,9.9,12.5,5.0,3.1,4.6,4.5,52.4,51.6,47.6,48.4,5.1,4.3,4.0,5.8,12.0,11.0,12.8,9.9,2.4,2.80,2.8,2.40,2.5,1.9,1.3,1.6,0.0,0.0,0.2,0.1
367,367,14898345,"Бундеслига, 28-й тур, регулярный сезон, 27.05.2020 21:30",27.05.2020 21:30,Аугсбург,0,Падерборн 07,0,+20°C,солнечно,1.95,3.85,4.33,2.39,1.71,10,10,(78) 3.3,4.2 (100),20%   2,1   10%,10%   1,3   30%,70%   7,6   60%,12,11,23,19,1.2,1.1,2.3,1.9,10%   1,2   20%,50%   5,7   70%,60%   6,5   50%,40%   4,5   50%,9.9,11.5,13.0,13.4,4.4,4.0,5.2,5.4,39.4,44.8,60.6,55.2,3.3,4.6,3.5,7.1,9.9,11.6,10.1,10.9,3.4,1.80,1.6,1.90,1.7,2.7,2.0,2.0,0.0,0.2,0.0,0.0
368,368,14898346,"Бундеслига, 28-й тур, регулярный сезон, 27.05.2020 21:30",27.05.2020 21:30,Унион Берлин,1,Майнц,1,+19°C,переменная облачность,2.48,3.52,3.18,2.07,1.92,10,10,(119) 5.0,3.2 (76),40%   4,2   20%,10%   1,3   30%,50%   5,5   50%,20,11,19,21,2.0,1.1,1.9,2.1,20%   2,2   20%,60%   6,6   60%,70%   7,7   70%,30%   3,3   30%,10.56,9.6,12.89,13.1,4.11,3.8,4.44,5.0,40.0,44.3,60.0,55.7,4.11,5.2,6.22,6.0,11.89,12.6,10.67,11.9,1.89,1.90,2.0,1.60,2.22,2.3,2.44,2.0,0.22,0.1,0.0,0.1
369,369,14898339,"Бундеслига, 28-й тур, регулярный сезон, 27.05.2020 19:30",27.05.2020 19:30,РБ Лейпциг,2,Герта,2,+16°C,солнечно,1.33,6.4,10.5,3.02,1.36,10,10,(74) 3.1,4.9 (117),50%   5,4   40%,40%   4,3   30%,10%   1,3   30%,20,19,5,18,2.0,1.9,0.5,1.8,70%   7,3   30%,30%   3,6   60%,50%   5,9   90%,50%   5,1   10%,15.1,12.6,8.7,13.4,5.2,5.0,3.0,4.9,51.0,51.5,49.0,48.5,5.7,5.5,4.3,4.7,11.2,13.5,10.8,11.3,2.8,1.20,2.6,3.20,1.9,2.0,2.3,1.8,0.0,0.2,0.0,0.0
370,370,14898340,"Бундеслига, 28-й тур, регулярный сезон, 26.05.2020 21:30",26.05.2020 21:30,Байер,1,Вольфсбург,4,+20°C,солнечно,1.73,4.4,5.1,2.34,1.57,10,10,(76) 3.2,3.2 (76),90%   9,5   50%,10%   1,3   30%,0,2   20%,28,18,9,11,2.8,1.8,0.9,1.1,20%   2,3   30%,80%   8,6   60%,80%   8,7   70%,20%   2,3   30%,13.1,12.2,9.8,8.3,6.9,4.5,3.6,3.0,60.2,51.1,39.8,48.9,4.0,3.6,4.2,3.7,13.4,12.8,11.9,10.6,1.7,1.90,1.7,1.50,2.3,1.9,2.5,1.5,0.0,0.2,0.2,0.0
371,371,14898341,"Бундеслига, 28-й тур, регулярный сезон, 26.05.2020 21:30",26.05.2020 21:30,Айнтрахт Франкфурт,3,Фрайбург,3,+18°C,солнечно,2.13,3.75,3.76,2.07,1.92,10,10,(73) 3.0,3.2 (76),30%   3,3   30%,10%   1,2   20%,60%   6,5   50%,17,8,24,14,1.7,0.8,2.4,1.4,20%   2,1   10%,50%   5,4   40%,90%   9,3   30%,10%   1,7   70%,11.1,12.7,13.9,16.1,4.6,4.7,6.3,4.9,50.2,52.2,49.8,47.8,4.8,5.4,5.0,5.5,12.0,9.4,9.2,13.3,2.1,2.10,1.6,0.80,1.8,1.5,1.5,2.5,0.1,0.0,0.0,0.3
372,372,14898342,"Бундеслига, 28-й тур, регулярный сезон, 26.05.2020 21:30",26.05.2020 21:30,Вердер,0,Боруссия М,0,+18°C,переменная облачность,5.05,4.4,1.73,2.55,1.64,10,10,(76) 3.2,3.2 (76),20%   2,5   50%,10%   1,2   20%,70%   7,3   30%,8,20,22,16,0.8,2.0,2.2,1.6,10%   1,0,40%   4,9   90%,60%   6,8   80%,40%   4,2   20%,9.7,14.0,12.8,13.4,2.7,6.0,5.4,5.9,44.8,50.5,55.2,49.5,3.1,5.0,6.1,4.4,13.0,11.4,12.2,13.7,1.8,2.40,2.5,1.50,2.3,2.5,1.7,2.9,0.1,0.1,0.1,0.0
373,373,14898338,"Бундеслига, 28-й тур, регулярный сезон, 26.05.2020 19:30",26.05.2020 19:30,Боруссия Дортмунд,0,Бавария,1,+16°C,солнечно,3.94,4.6,1.88,3.04,1.36,10,10,(74) 3.1,3.0 (71),70%   7,9   90%,0,1   10%,30%   3,0,22,30,11,8,2.2,3.0,1.1,0.8,50%   5,6   60%,40%   4,4   40%,60%   6,6   60%,40%   4,4   40%,12.7,18.1,7.8,7.8,4.3,6.7,3.2,2.7,57.0,66.7,43.0,33.3,4.8,8.8,2.6,2.4,9.6,7.7,9.9,9.4,1.1,2.70,2.6,4.00,1.7,1.3,2.5,1.5,0.1,0.0,0.1,0.1
374,374,14898337,"Бундеслига, 27-й тур, регулярный сезон, 24.05.2020 19:00",24.05.2020 19:00,Кёльн,2,Фортуна Дюссельдорф,2,+24°C,солнечно,1.87,3.94,4.65,2.12,1.88,10,10,(169) 7.0,8.0 (193),50%   5,2   20%,20%   2,5   50%,30%   3,3   30%,23,15,16,16,2.3,1.5,1.6,1.6,30%   3,2   20%,70%   7,7   70%,90%   9,4   40%,10%   1,6   60%,13.3,14.1,12.6,11.0,5.6,4.9,4.3,5.3,44.56,51.6,55.44,48.4,5.0,5.4,4.7,4.2,11.89,11.7,11.33,11.9,2.44,2.60,0.89,2.70,2.1,2.7,1.8,1.3,0.0,0.0,0.0,0.2
375,375,14898334,"Бундеслига, 27-й тур, регулярный сезон, 24.05.2020 16:30",24.05.2020 16:30,Майнц,0,РБ Лейпциг,5,+18°C,пасмурно,8.0,5.6,1.43,2.72,1.47,10,10,(167) 7.0,8.0 (191),30%   3,4   40%,30%   3,5   50%,40%   4,1   10%,13,17,16,7,1.3,1.7,1.6,0.7,30%   3,6   60%,60%   6,4   40%,60%   6,5   50%,40%   4,5   50%,10.3,15.1,11.7,9.1,4.2,5.4,4.4,3.3,44.6,50.8,55.4,49.2,5.0,5.7,6.1,4.2,12.67,11.5,12.11,11.1,1.78,2.70,1.56,2.60,2.2,1.7,1.7,2.4,0.1,0.0,0.1,0.1
376,376,14898336,"Бундеслига, 27-й тур, регулярный сезон, 24.05.2020 14:30",24.05.2020 14:30,Шальке,0,Аугсбург,3,+19°C,солнечно,2.07,3.7,4.0,2.0,1.99,10,10,(189) 7.9,7.9 (189),10%   1,1   10%,40%   4,2   20%,50%   5,7   70%,5,12,22,26,0.5,1.2,2.2,2.6,20%   2,0,30%   3,6   60%,50%   5,6   60%,50%   5,4   40%,9.0,10.0,14.1,13.1,3.0,4.2,5.1,5.4,47.6,41.2,52.4,58.8,4.2,3.7,6.5,3.3,10.1,9.78,9.1,9.67,2.8,3.67,2.6,1.56,1.9,1.7,1.4,2.1,0.0,0.0,0.1,0.0
377,377,14898330,"Бундеслига, 27-й тур, регулярный сезон, 23.05.2020 19:30",23.05.2020 19:30,Бавария,5,Айнтрахт Франкфурт,2,+20°C,переменная облачность,1.17,10.25,21.0,4.05,1.25,10,10,(143) 6.0,7.0 (167),90%   9,4   40%,10%   1,1   10%,0,5   50%,28,18,7,20,2.8,1.8,0.7,2.0,60%   6,2   20%,40%   4,5   50%,60%   6,9   90%,40%   4,1   10%,17.0,10.8,7.3,13.1,6.2,4.6,2.5,5.8,66.5,50.8,33.5,49.2,8.5,4.8,2.8,4.7,7.7,12.3,10.0,8.8,2.7,2.30,4.1,1.50,1.4,1.9,1.7,1.7,0.0,0.1,0.1,0.0
378,378,14898329,"Бундеслига, 27-й тур, регулярный сезон, 23.05.2020 16:30",23.05.2020 16:30,Падерборн 07,1,Хоффенхайм,1,+21°C,солнечно,3.3,3.96,2.24,2.68,1.59,10,10,(167) 7.0,7.0 (167),20%   2,2   20%,20%   2,2   20%,60%   6,6   60%,11,13,18,22,1.1,1.3,1.8,2.2,30%   3,1   10%,60%   6,6   60%,50%   5,7   70%,50%   5,3   30%,13.4,12.5,12.5,16.0,5.0,4.0,4.9,7.0,46.8,47.2,53.2,52.8,5.3,5.5,6.5,6.5,11.33,9.9,10.78,11.3,1.89,1.50,1.78,2.10,2.5,2.0,2.1,2.1,0.2,0.0,0.0,0.1
379,379,14898331,"Бундеслига, 27-й тур, регулярный сезон, 23.05.2020 16:30",23.05.2020 16:30,Боруссия М,1,Байер,3,+21°C,солнечно,2.56,3.95,2.8,2.44,1.53,10,10,(164) 6.8,4.8 (114),60%   6,9   90%,20%   2,1   10%,20%   2,0,21,29,14,11,2.1,2.9,1.4,1.1,0,2   20%,90%   9,8   80%,80%   8,8   80%,20%   2,2   20%,13.56,12.6,13.33,9.1,6.0,6.7,5.67,3.4,51.11,59.6,48.89,40.4,4.89,4.0,4.56,4.3,10.89,12.7,13.44,11.4,2.11,1.80,1.33,1.50,2.67,2.4,3.11,2.5,0.11,0.0,0.0,0.2
380,380,14898332,"Бундеслига, 27-й тур, регулярный сезон, 23.05.2020 16:30",23.05.2020 16:30,Вольфсбург,0,Боруссия Дортмунд,2,+19°C,переменная облачность,4.1,3.92,1.98,2.34,1.74,10,10,(167) 7.0,7.0 (167),60%   6,7   70%,30%   3,0,10%   1,3   30%,22,25,11,11,2.2,2.5,1.1,1.1,30%   3,5   50%,70%   7,4   40%,80%   8,7   70%,20%   2,3   30%,12.3,13.5,8.6,7.5,4.9,4.8,3.5,3.1,51.8,57.5,48.2,42.5,4.1,5.1,3.8,2.7,13.5,9.3,11.1,9.6,2.1,1.30,1.7,2.50,1.8,1.5,1.6,2.2,0.1,0.1,0.1,0.0
381,381,14898335,"Бундеслига, 27-й тур, регулярный сезон, 23.05.2020 16:30",23.05.2020 16:30,Фрайбург,0,Вердер,1,+26°C,солнечно,2.21,3.7,3.58,2.06,1.93,10,10,(167) 7.0,4.8 (114),30%   3,2   20%,20%   2,1   10%,50%   5,7   70%,9,8,15,22,0.9,0.8,1.5,2.2,10%   1,1   10%,50%   5,4   40%,40%   4,6   60%,60%   6,4   40%,12.22,10.0,17.0,13.0,4.33,2.9,5.22,5.0,51.0,45.9,49.0,54.1,5.22,3.3,5.89,6.0,9.11,12.5,12.89,12.7,2.0,1.80,0.78,2.30,1.67,2.5,2.56,2.1,0.0,0.1,0.22,0.1
382,382,14898333,"Бундеслига, 27-й тур, регулярный сезон, 22.05.2020 21:30",22.05.2020 21:30,Герта,4,Унион Берлин,0,+19°C,переменная облачность,2.41,3.5,3.32,2.02,1.97,10,10,(148) 6.2,5.0 (121),30%   3,4   40%,30%   3,1   10%,40%   4,5   50%,15,20,22,20,1.5,2.0,2.2,2.0,20%   2,2   20%,60%   6,6   60%,90%   9,7   70%,10%   1,3   30%,11.9,10.33,14.5,12.89,4.4,4.11,6.1,4.44,49.1,39.67,50.9,60.33,5.1,3.78,4.5,6.33,13.0,11.44,11.6,10.11,1.1,1.78,3.4,2.00,2.1,2.22,1.8,2.22,0.2,0.22,0.0,0.0
383,383,14898323,"Бундеслига, 26-й тур, регулярный сезон, 18.05.2020 21:30",18.05.2020 21:30,Вердер,1,Байер,4,+18°C,переменная облачность,4.05,4.25,1.92,2.49,1.67,10,10,(1732) 72.2,66.9 (1606),30%   3,9   90%,10%   1,1   10%,60%   6,0,10,27,19,11,1.0,2.7,1.9,1.1,10%   1,2   20%,40%   4,8   80%,60%   6,8   80%,40%   4,2   20%,10.11,12.9,13.0,9.4,3.11,6.5,4.89,3.6,46.67,59.7,53.33,40.3,3.44,3.8,5.67,4.2,12.22,12.4,12.56,11.4,2.0,2.30,2.56,1.70,2.56,2.5,2.22,2.4,0.11,0.0,0.11,0.2
