,id,общая информация,Дата,Команда1,счет1,Команда2,счет2,Температура,Признак погоды,поб1,X,поб2,ТМ 2.5,ТБ 2.5,Отдых: дни (часы) 1,Отдых: дни (часы) 2,Победы 1,Победы 2,Ничьи 1,Ничьи 2,Поражения 1,Поражения 2,Забито голов 1,Забито голов 2,Пропущено голов 1,Пропущено голов 2,Забито голов за игру 1,Забито голов за игру 2,Пропущено голов за игру 1,Пропущено голов за игру 2,Сухие матчи 1,Сухие матчи 2,обе забьют 1,обе забьют 2,Тотал больше 2.5 1,Тотал больше 2.5 2,Тотал меньше 2.5 1,Тотал меньше 2.5 2,Удары 1,Удары 2,Удары  (соперник) 1,Удары  (соперник) 2,Удары в створ 1,Удары в створ 2,Удары в створ  (соперник) 1,Удары в створ  (соперник) 2,Владение 1,Владение 2,Владение  (соперник) 1,Владение  (соперник) 2,Угловые 1,Угловые 2,Угловые  (соперник) 1,Угловые  (соперник) 2,Нарушения 1,Нарушения 2,Нарушения  (соперник) 1,Нарушения  (соперник) 2,Офсайды 1,Офсайды 2,Офсайды  (соперник) 1,Офсайды  (соперник) 2,Желтые карточки 1,Желтые карточки 2,Желтые карточки  (соперник) 1,Желтые карточки  (соперник) 2,Красные карточки 1,Красные карточки 2,Красные карточки  (соперник) 1,Красные карточки  (соперник) 2,тотал,country
44,1736869,"Бундеслига, 5-й тур, регулярный сезон, 03.09.2022 16:30",2022-09-03 16:30:00,Штутгарт,1,Шальке,1,29,умеренный или сильный ливневый дождь,1.71,4.15,4.8,2.19,1.72,6.0,7.0,6,2,3,4,1,4,24,17,10,18,2.4,1.7,1.0,1.8,3,4,6,6,6,7,4,3,11.57,12.71,8.71,13.57,5.43,4.29,3.14,6.57,49.0,42.2,51.0,57.8,4.86,5.14,4.86,5.57,11.0,9.57,11.17,11.29,0.8,2.6,1.6,2.0,2.0,1.57,1.86,0.43,0.29,0.17,0.0,0.0,2,"Бундеслига,"
45,1736870,"Бундеслига, 6-й тур, регулярный сезон, 10.09.2022 16:30",2022-09-10 16:30:00,Бавария,2,Штутгарт,2,28,солнечно,1.23,7.3,11.75,3.48,1.27,2.7,7.0,7,5,2,4,1,1,35,18,9,10,3.5,1.8,0.9,1.0,4,3,5,6,5,5,5,5,19.4,11.75,10.1,9.25,10.3,5.13,3.3,3.25,62.1,48.83,37.9,51.17,5.8,4.88,4.5,5.13,9.6,11.0,11.1,11.0,3.8,1.0,2.7,1.5,1.6,2.25,1.3,1.88,0.0,0.38,0.0,0.0,4,"Бундеслига,"
46,1736871,"Бундеслига, 6-й тур, регулярный сезон, 10.09.2022 16:30",2022-09-10 16:30:00,РБ Лейпциг,3,Боруссия Дортмунд,0,30,в отдельных районах умеренный или сильный дождь с грозой,2.49,3.98,2.85,2.42,1.51,3.7,3.8,3,6,2,1,5,3,21,16,24,10,2.1,1.6,2.4,1.0,2,5,6,4,8,5,2,5,14.5,14.0,9.6,8.8,5.4,5.6,4.3,3.5,54.56,53.1,45.44,46.9,7.1,5.67,3.2,4.56,10.33,10.4,13.33,10.3,2.0,2.3,2.22,2.0,1.0,1.3,2.3,1.5,0.1,0.0,0.0,0.1,3,"Бундеслига,"
47,1736872,"Бундеслига, 6-й тур, регулярный сезон, 11.09.2022 18:30",2022-09-11 18:30:00,Фрайбург,0,Боруссия М,0,30,солнечно,2.2,3.8,3.52,2.41,1.7,2.8,7.0,8,4,1,5,1,1,19,24,10,11,1.9,2.4,1.0,1.1,5,1,5,8,6,4,4,6,15.43,10.33,14.43,12.11,6.43,5.89,5.0,5.89,48.14,57.33,51.86,42.67,4.43,4.78,4.57,5.89,13.86,12.71,12.0,12.57,1.43,2.33,1.0,4.0,1.71,0.89,2.71,2.22,0.0,0.11,0.0,0.22,0,"Бундеслига,"
48,1736873,"Бундеслига, 6-й тур, регулярный сезон, 11.09.2022 16:30",2022-09-11 16:30:00,Кёльн,0,Унион Берлин,1,30,солнечно,2.48,3.38,2.97,1.89,1.97,2.8,2.8,4,5,4,4,2,1,22,19,11,10,2.2,1.9,1.1,1.0,3,2,7,7,7,5,3,5,12.5,9.7,7.5,8.7,4.9,4.5,3.2,3.1,56.11,46.29,43.89,53.71,7.1,4.6,4.1,4.5,12.67,14.22,12.67,12.89,2.33,1.86,1.11,1.29,1.9,0.8,1.9,1.1,0.1,0.1,0.3,0.0,1,"Бундеслига,"
49,1736874,"Бундеслига, 6-й тур, регулярный сезон, 10.09.2022 16:30",2022-09-10 16:30:00,Хоффенхайм,4,Майнц,1,29,солнечно,2.46,3.55,2.88,2.21,1.71,7.8,5.9,7,6,1,2,2,2,19,14,10,7,1.9,1.4,1.0,0.7,5,5,4,3,5,5,5,5,12.33,11.75,12.5,9.38,5.67,4.63,4.33,3.13,52.5,48.83,47.5,51.17,5.67,3.88,3.67,3.38,13.83,14.83,13.33,12.83,2.33,2.83,2.0,2.17,2.83,2.0,2.0,1.88,0.17,0.0,0.0,0.38,5,"Бундеслига,"
50,1736875,"Бундеслига, 6-й тур, регулярный сезон, 10.09.2022 16:30",2022-09-10 16:30:00,Айнтрахт Франкфурт,0,Вольфсбург,1,29,солнечно,1.88,3.86,4.1,2.26,1.68,2.8,7.0,5,5,2,2,3,3,23,23,17,15,2.3,2.3,1.7,1.5,3,3,5,5,7,6,3,4,9.9,9.86,8.9,13.0,4.9,3.86,4.0,5.0,47.13,56.5,52.88,43.5,3.8,6.43,3.7,5.86,12.44,11.67,9.33,14.17,4.0,1.6,2.13,4.33,1.1,1.43,0.8,2.14,0.0,0.0,0.0,0.0,1,"Бундеслига,"
51,1736876,"Бундеслига, 6-й тур, регулярный сезон, 10.09.2022 16:30",2022-09-10 16:30:00,Герта,2,Байер,2,28,солнечно,3.92,4.1,1.87,2.36,1.53,6.0,2.7,2,3,1,1,7,6,11,17,16,16,1.1,1.7,1.6,1.6,2,2,5,5,4,7,6,3,11.63,12.11,11.25,8.56,5.13,5.0,4.75,3.11,48.5,51.43,51.5,48.57,4.63,4.56,6.13,3.56,12.25,13.63,14.88,12.88,2.83,3.0,2.0,1.43,1.63,2.11,1.13,2.22,0.13,0.38,0.0,0.0,4,"Бундеслига,"
52,1736877,"Бундеслига, 6-й тур, регулярный сезон, 10.09.2022 19:30",2022-09-10 19:30:00,Шальке,3,Бохум,1,28,солнечно,2.09,3.8,3.4,2.24,1.69,7.1,7.1,2,4,5,0,3,6,17,18,16,24,1.7,1.8,1.6,2.4,4,1,6,6,6,8,4,2,13.71,11.86,14.86,15.57,4.71,4.86,6.43,7.43,43.83,52.33,56.17,47.67,5.29,4.14,6.14,3.71,10.14,10.67,12.0,12.0,2.33,1.83,2.0,3.17,1.71,1.43,1.0,1.43,0.14,0.0,0.14,0.0,4,"Бундеслига,"
53,1736878,"Бундеслига, 6-й тур, регулярный сезон, 09.09.2022 21:30",2022-09-09 21:30:00,Вердер,0,Аугсбург,1,24,солнечно,1.5,4.75,6.3,2.45,1.59,6.2,5.2,5,2,3,2,2,6,23,11,15,16,2.3,1.1,1.5,1.6,2,1,8,5,8,5,2,5,10.0,8.67,11.0,16.5,5.0,2.67,4.83,6.33,51.83,49.33,48.17,50.67,3.5,4.67,5.17,3.83,11.0,12.33,12.83,13.33,3.17,1.83,3.33,2.83,1.83,2.0,2.17,1.0,0.0,0.0,0.0,0.0,1,"Бундеслига,"
54,1736879,"Бундеслига, 7-й тур, регулярный сезон, 17.09.2022 16:30",2022-09-17 16:30:00,Боруссия Дортмунд,1,Шальке,0,27,солнечно,1.42,5.25,7.1,2.66,1.43,2.7,6.8,6,3,1,4,3,3,16,20,10,17,1.6,2.0,1.0,1.7,5,3,4,7,6,7,4,3,12.6,14.5,9.9,14.13,4.4,5.13,3.5,5.88,52.1,44.43,47.9,55.57,5.78,5.0,5.44,6.38,9.8,10.38,10.0,12.5,2.2,2.14,2.1,2.0,1.6,1.75,2.0,1.25,0.0,0.13,0.1,0.13,1,"Бундеслига,"
55,1736880,"Бундеслига, 7-й тур, регулярный сезон, 17.09.2022 16:30",2022-09-17 16:30:00,Байер,1,Вердер,1,29,солнечно,1.66,4.65,5.4,2.56,1.46,3.7,7.8,3,4,1,3,6,3,15,21,17,15,1.5,2.1,1.7,1.5,2,2,5,7,7,7,3,3,12.9,10.14,10.3,11.43,5.2,5.14,3.7,4.86,51.22,53.0,48.78,47.0,5.1,3.43,3.5,5.43,13.22,11.14,12.22,12.71,2.33,2.86,1.44,3.43,2.3,2.14,2.1,2.57,0.3,0.0,0.0,0.0,2,"Бундеслига,"
56,1736881,"Бундеслига, 7-й тур, регулярный сезон, 18.09.2022 16:30",2022-09-18 16:30:00,Унион Берлин,2,Вольфсбург,0,28,солнечно,2.16,3.28,3.74,1.73,2.18,2.7,8.0,5,5,3,2,2,3,16,17,8,14,1.6,1.7,0.8,1.4,2,4,6,4,4,5,6,5,11.1,9.38,9.9,12.75,4.9,3.75,3.3,4.38,46.67,54.0,53.33,46.0,5.2,6.25,5.4,6.38,15.56,11.86,11.11,14.43,2.11,1.67,1.33,4.14,1.2,1.75,1.7,2.13,0.1,0.0,0.1,0.0,2,"Бундеслига,"
57,1736882,"Бундеслига, 7-й тур, регулярный сезон, 16.09.2022 21:30",2022-09-16 21:30:00,Майнц,1,Герта,1,28,переменная облачность,1.77,4.05,4.5,2.12,1.77,6.2,6.2,5,1,2,2,3,7,11,12,11,18,1.1,1.2,1.1,1.8,4,1,4,6,5,5,5,5,11.56,12.22,10.67,11.22,4.33,5.22,3.78,4.78,47.29,48.14,52.71,51.86,4.0,4.44,3.78,6.0,14.57,12.56,12.29,15.0,2.57,2.57,2.14,1.71,2.0,1.78,2.0,1.11,0.11,0.11,0.33,0.0,2,"Бундеслига,"
58,1736883,"Бундеслига, 7-й тур, регулярный сезон, 18.09.2022 20:30",2022-09-18 20:30:00,Хоффенхайм,0,Фрайбург,0,29,солнечно,2.25,3.52,3.26,2.05,1.7,8.1,3.0,7,7,1,2,2,1,21,20,11,10,2.1,2.0,1.1,1.0,4,5,5,5,6,7,4,3,13.57,15.22,12.14,13.44,6.14,6.78,4.0,4.67,53.86,47.67,46.14,52.33,5.86,4.67,3.86,4.67,13.14,13.78,13.29,11.0,2.29,1.44,1.86,1.33,2.86,1.67,2.0,2.33,0.14,0.0,0.14,0.0,0,"Бундеслига,"
59,1736884,"Бундеслига, 7-й тур, регулярный сезон, 17.09.2022 19:30",2022-09-17 19:30:00,Боруссия М,3,РБ Лейпциг,0,27,солнечно,3.2,3.94,2.3,2.35,1.73,6.0,2.8,3,3,6,2,1,5,19,21,9,20,1.9,2.1,0.9,2.0,2,3,7,5,3,7,7,3,10.7,15.9,12.2,9.5,5.8,5.6,6.1,3.7,57.43,53.4,42.57,46.6,4.9,7.5,6.0,3.6,11.88,10.8,12.63,12.4,2.43,1.7,3.86,2.1,0.9,1.5,2.1,2.4,0.1,0.1,0.2,0.0,3,"Бундеслига,"
60,1736885,"Бундеслига, 7-й тур, регулярный сезон, 18.09.2022 18:30",2022-09-18 18:30:00,Бохум,1,Кёльн,1,27,солнечно,3.35,3.9,2.08,2.39,1.62,7.9,2.8,3,4,0,4,7,2,16,19,25,12,1.6,1.9,2.5,1.2,1,2,6,7,8,6,2,4,11.5,12.1,16.13,9.1,4.5,4.5,7.5,3.9,52.29,55.2,47.71,44.8,4.63,6.8,3.63,4.6,11.43,11.8,12.0,11.2,1.86,2.1,2.86,1.0,1.63,2.4,1.5,1.7,0.0,0.2,0.0,0.3,2,"Бундеслига,"
61,1736886,"Бундеслига, 7-й тур, регулярный сезон, 17.09.2022 16:30",2022-09-17 16:30:00,Аугсбург,1,Бавария,0,28,переменная облачность,14.25,8.6,1.18,3.98,1.19,7.8,3.7,3,7,1,3,6,0,11,33,15,8,1.1,3.3,1.5,0.8,2,5,4,5,5,5,5,5,9.43,20.7,15.71,9.0,3.0,10.4,6.29,3.0,48.0,61.4,52.0,38.6,5.0,5.8,3.71,3.6,12.29,9.6,13.14,10.4,2.14,3.7,2.57,2.5,2.43,1.7,1.43,1.6,0.0,0.0,0.0,0.0,1,"Бундеслига,"
62,1736887,"Кубок Германии, 1/2 финала, 03.05.2023 21:45",2023-05-03 21:45:00,Штутгарт,2,Айнтрахт Франкфурт,3,29,умеренный или сильный ливневый дождь,2.56,3.42,2.72,1.87,2.0,4.2,4.2,4,1,3,5,3,4,14,8,14,17,1.4,0.8,1.4,1.7,2,1,6,6,5,3,5,7,12.5,11.5,9.5,10.1,5.1,3.1,3.3,3.9,51.22,53.33,48.78,46.67,3.9,6.6,5.0,3.4,9.44,13.0,12.56,12.11,2.0,1.67,1.67,1.67,1.9,2.3,2.1,1.8,0.1,0.0,0.1,0.0,5,Кубок
63,1736888,"Бундеслига, 8-й тур, регулярный сезон, 30.09.2022 21:30",2022-09-30 21:30:00,Бавария,4,Байер,0,28,солнечно,1.38,6.35,8.3,3.48,1.27,13.2,13.2,6,2,3,2,1,6,28,14,6,17,2.8,1.4,0.6,1.7,5,2,4,5,4,6,6,4,21.6,14.2,9.0,12.0,10.3,5.5,3.0,4.4,62.3,51.5,37.7,48.5,6.2,5.8,3.2,3.7,9.3,12.4,10.6,12.4,3.1,2.2,2.2,1.5,1.4,2.5,1.7,2.3,0.0,0.3,0.0,0.0,4,"Бундеслига,"
64,1736889,"Бундеслига, 8-й тур, регулярный сезон, 01.10.2022 16:30",2022-10-01 16:30:00,РБ Лейпциг,4,Бохум,0,30,в отдельных районах умеренный или сильный дождь с грозой,1.27,6.3,11.25,2.59,1.45,13.8,12.9,3,2,2,1,5,7,18,15,18,25,1.8,1.5,1.8,2.5,3,1,4,6,7,7,3,3,16.3,11.0,10.4,16.33,5.8,4.0,3.9,7.0,54.6,50.63,45.4,49.38,7.2,4.56,4.0,4.11,10.8,11.5,12.6,11.5,1.4,1.75,1.4,2.88,1.5,1.44,2.2,1.44,0.1,0.0,0.0,0.0,4,"Бундеслига,"
65,1736890,"Бундеслига, 8-й тур, регулярный сезон, 01.10.2022 16:30",2022-10-01 16:30:00,Фрайбург,2,Майнц,1,30,солнечно,2.15,3.6,3.42,1.93,1.93,12.8,9.0,7,4,2,3,1,3,17,13,7,16,1.7,1.3,0.7,1.6,6,3,4,6,6,6,4,4,15.1,13.11,13.1,9.89,6.5,4.89,4.5,3.67,47.7,48.38,52.3,51.63,4.5,4.56,4.7,3.56,13.3,14.25,11.4,12.0,1.5,2.75,1.6,2.13,1.7,2.11,2.2,2.44,0.0,0.11,0.0,0.33,3,"Бундеслига,"
66,1736891,"Бундеслига, 8-й тур, регулярный сезон, 01.10.2022 16:30",2022-10-01 16:30:00,Кёльн,3,Боруссия Дортмунд,2,30,солнечно,3.04,3.78,2.26,2.2,1.61,12.9,14.0,3,6,5,1,2,3,17,14,12,10,1.7,1.4,1.2,1.0,2,5,7,4,5,5,5,5,10.9,12.8,9.2,10.1,3.8,4.4,3.7,3.5,54.0,51.7,46.0,48.3,6.7,5.33,4.9,5.56,11.8,10.6,11.4,11.0,2.2,2.1,1.0,2.0,2.5,1.9,1.6,2.0,0.2,0.0,0.2,0.1,5,"Бундеслига,"
67,1736892,"Бундеслига, 8-й тур, регулярный сезон, 01.10.2022 16:30",2022-10-01 16:30:00,Айнтрахт Франкфурт,2,Унион Берлин,0,29,солнечно,2.45,3.58,3.18,1.89,2.11,14.0,13.0,4,5,2,3,4,2,15,16,18,7,1.5,1.6,1.8,0.7,2,3,5,5,5,3,5,7,11.0,11.9,10.4,10.2,4.2,4.5,4.1,3.1,47.7,45.89,52.3,54.11,4.4,4.4,4.3,5.1,13.5,15.56,10.8,9.78,3.5,2.22,2.4,1.22,1.3,1.1,1.4,1.6,0.0,0.1,0.0,0.1,2,"Бундеслига,"
68,1736893,"Бундеслига, 8-й тур, регулярный сезон, 01.10.2022 16:30",2022-10-01 16:30:00,Вольфсбург,3,Штутгарт,2,27,солнечно,2.51,3.4,2.91,1.77,2.12,9.0,9.0,3,3,3,5,4,2,9,13,13,11,0.9,1.3,1.3,1.1,4,3,3,6,3,5,7,5,7.67,10.4,12.11,9.8,2.67,3.8,4.0,3.9,53.5,48.25,46.5,51.75,4.67,4.3,5.11,4.3,11.13,10.5,14.88,10.5,1.43,1.25,3.88,1.5,1.56,2.4,1.89,1.4,0.0,0.3,0.0,0.0,5,"Бундеслига,"
69,1736894,"Бундеслига, 8-й тур, регулярный сезон, 02.10.2022 16:35",2022-10-02 16:35:00,Герта,1,Хоффенхайм,1,28,солнечно,2.93,3.74,2.34,2.21,1.71,9.9,13.8,2,6,3,2,5,2,20,19,15,11,2.0,1.9,1.5,1.1,2,4,6,5,5,6,5,4,11.44,13.13,12.0,12.38,5.0,5.75,4.56,4.0,47.63,53.63,52.38,46.38,4.44,5.75,5.78,3.75,12.33,13.38,14.22,12.75,2.5,2.5,2.0,1.88,2.33,2.63,1.44,2.0,0.11,0.13,0.0,0.13,2,"Бундеслига,"
70,1736895,"Бундеслига, 8-й тур, регулярный сезон, 02.10.2022 18:30",2022-10-02 18:30:00,Шальке,2,Аугсбург,3,28,солнечно,1.92,3.74,4.05,2.13,1.76,9.9,9.9,3,5,3,0,4,5,17,16,17,15,1.7,1.6,1.7,1.5,3,3,6,4,7,6,3,4,13.22,9.38,14.67,16.38,4.56,3.13,6.0,6.38,43.88,46.0,56.13,54.0,4.78,4.63,6.89,4.25,10.78,12.75,12.44,12.63,2.25,2.13,2.13,2.38,1.78,2.5,1.44,1.38,0.11,0.0,0.11,0.0,5,"Бундеслига,"
71,1736896,"Бундеслига, 8-й тур, регулярный сезон, 01.10.2022 19:30",2022-10-01 19:30:00,Вердер,5,Боруссия М,1,24,солнечно,2.63,3.92,2.5,2.45,1.5,14.1,14.0,4,4,4,5,2,1,21,21,14,8,2.1,2.1,1.4,0.8,2,3,7,6,6,4,4,6,11.25,12.1,12.38,12.4,5.38,6.4,5.13,6.1,52.13,56.13,47.88,43.88,3.75,5.2,5.88,5.4,11.5,9.5,11.75,12.5,2.75,2.13,3.13,3.63,2.25,1.0,2.5,2.2,0.0,0.1,0.0,0.2,6,"Бундеслига,"
72,1736897,"Бундеслига, 9-й тур, регулярный сезон, 08.10.2022 19:30",2022-10-08 19:30:00,Боруссия Дортмунд,2,Бавария,2,27,солнечно,4.33,4.75,1.78,2.89,1.37,2.8,3.9,6,6,0,3,4,1,18,29,13,5,1.8,2.9,1.3,0.5,4,6,5,3,7,5,3,5,14.3,21.0,12.6,9.5,5.4,10.8,5.1,3.5,52.5,62.2,47.5,37.8,6.0,5.7,5.9,2.6,10.3,9.7,11.9,10.1,2.0,2.7,2.6,1.7,2.1,1.2,2.4,1.5,0.0,0.0,0.0,0.0,4,"Бундеслига,"
73,1736898,"Бундеслига, 9-й тур, регулярный сезон, 08.10.2022 16:30",2022-10-08 16:30:00,Байер,4,Шальке,0,29,солнечно,1.4,5.35,7.5,2.66,1.43,3.7,5.9,2,3,2,3,6,4,11,18,18,17,1.1,1.8,1.8,1.7,2,3,4,6,6,7,4,3,14.0,13.11,12.7,14.67,5.5,4.56,4.8,5.67,50.7,44.78,49.3,55.22,5.1,5.11,4.0,6.89,11.6,10.78,12.2,10.33,1.9,2.33,1.4,1.89,2.3,1.89,2.3,2.11,0.3,0.11,0.0,0.22,4,"Бундеслига,"
74,1736899,"Бундеслига, 9-й тур, регулярный сезон, 08.10.2022 16:30",2022-10-08 16:30:00,Майнц,1,РБ Лейпциг,1,28,переменная облачность,3.35,3.72,2.3,2.19,1.83,7.0,2.8,4,5,2,0,4,5,13,22,17,16,1.3,2.2,1.7,1.6,3,4,6,3,7,8,3,2,13.5,16.0,10.2,9.5,5.1,5.9,3.9,3.9,48.44,57.5,51.56,42.5,4.6,7.1,3.7,3.9,14.33,10.5,11.67,11.1,2.67,2.0,1.89,1.2,2.3,1.4,2.4,1.9,0.1,0.0,0.3,0.0,2,"Бундеслига,"
75,1736900,"Бундеслига, 9-й тур, регулярный сезон, 07.10.2022 21:30",2022-10-07 21:30:00,Хоффенхайм,1,Вердер,2,29,солнечно,1.94,4.05,3.66,2.53,1.47,5.1,6.0,6,5,2,3,2,2,18,26,10,15,1.8,2.6,1.0,1.5,4,1,5,8,5,7,5,3,13.44,11.56,12.44,12.44,5.56,5.78,4.11,5.56,53.67,51.44,46.33,48.56,5.78,3.78,3.56,5.78,13.56,11.11,11.89,11.33,2.67,2.44,1.78,3.11,2.44,2.0,2.0,2.33,0.11,0.0,0.11,0.0,3,"Бундеслига,"
76,1736901,"Бундеслига, 9-й тур, регулярный сезон, 09.10.2022 16:30",2022-10-09 16:30:00,Боруссия М,5,Кёльн,2,27,солнечно,2.03,3.96,3.44,2.45,1.59,7.8,2.7,4,4,4,4,2,2,21,17,12,11,2.1,1.7,1.2,1.1,3,2,6,6,5,4,5,6,12.5,12.2,13.3,10.5,6.7,5.4,6.8,4.7,55.89,54.2,44.11,45.8,5.1,6.7,5.4,5.9,9.33,12.2,12.0,10.4,2.22,2.7,3.22,1.1,1.1,2.2,2.2,1.4,0.1,0.1,0.2,0.1,7,"Бундеслига,"
77,1736902,"Бундеслига, 9-й тур, регулярный сезон, 08.10.2022 16:30",2022-10-08 16:30:00,Бохум,3,Айнтрахт Франкфурт,0,27,солнечно,3.95,3.9,1.9,2.13,1.76,7.0,3.7,2,5,1,3,7,2,14,16,25,10,1.4,1.6,2.5,1.0,1,4,5,4,7,4,3,6,11.0,12.2,17.78,9.4,4.0,4.3,7.89,3.0,48.56,48.9,51.44,51.1,4.78,4.8,4.78,4.5,11.11,12.3,11.11,11.0,1.56,2.8,2.78,2.1,1.67,1.3,1.44,2.1,0.0,0.1,0.0,0.0,3,"Бундеслига,"
78,1736903,"Бундеслига, 9-й тур, регулярный сезон, 08.10.2022 16:30",2022-10-08 16:30:00,Аугсбург,1,Вольфсбург,1,28,переменная облачность,2.83,3.54,2.5,1.93,1.93,5.9,7.0,6,3,0,3,4,4,17,11,14,15,1.7,1.1,1.4,1.5,3,3,4,4,6,4,4,6,9.56,9.44,16.33,13.22,3.33,3.0,6.22,4.22,46.22,51.5,53.78,48.5,4.56,4.56,4.67,5.33,12.44,12.13,12.44,14.13,1.89,1.38,2.44,3.38,2.89,1.78,1.44,2.0,0.11,0.0,0.0,0.0,2,"Бундеслига,"
79,1736904,"Бундеслига, 9-й тур, регулярный сезон, 09.10.2022 20:30",2022-10-09 20:30:00,Штутгарт,0,Унион Берлин,1,29,умеренный или сильный ливневый дождь,2.92,3.02,2.77,1.55,2.55,8.1,3.0,2,5,5,2,3,3,14,13,14,7,1.4,1.3,1.4,0.7,2,4,7,3,6,2,4,8,11.2,12.2,11.5,11.2,3.8,4.3,4.3,3.3,48.13,45.2,51.88,54.8,4.3,4.5,4.6,5.2,10.88,13.9,11.13,9.1,1.13,2.4,1.38,1.1,2.6,1.4,1.6,1.7,0.2,0.2,0.0,0.2,1,"Бундеслига,"
80,1736905,"Бундеслига, 9-й тур, регулярный сезон, 09.10.2022 18:30",2022-10-09 18:30:00,Герта,2,Фрайбург,2,28,солнечно,3.3,3.38,2.29,1.92,1.94,7.0,2.8,2,7,4,2,4,1,20,15,14,7,2.0,1.5,1.4,0.7,2,6,6,4,4,5,6,5,12.22,14.4,13.22,14.1,5.22,6.3,4.78,4.8,47.44,47.9,52.56,52.1,4.0,4.2,6.0,4.7,11.44,12.1,13.78,10.8,2.33,1.3,2.22,1.8,2.56,1.9,1.56,2.2,0.11,0.0,0.0,0.0,4,"Бундеслига,"
81,1736906,"Бундеслига, 10-й тур, регулярный сезон, 16.10.2022 20:30",2022-10-16 20:30:00,Бавария,5,Фрайбург,0,28,солнечно,1.44,5.85,7.2,3.04,1.34,3.9,3.0,6,7,3,3,1,0,27,19,8,6,2.7,1.9,0.8,0.6,5,6,4,4,6,6,4,4,17.7,14.5,10.5,12.8,8.7,6.4,3.7,4.2,61.6,51.0,38.4,49.0,4.3,3.9,3.0,5.2,9.9,11.9,10.1,11.1,1.9,0.8,1.4,1.7,1.6,1.8,1.6,1.7,0.1,0.0,0.0,0.0,5,"Бундеслига,"
82,1736907,"Бундеслига, 10-й тур, регулярный сезон, 15.10.2022 19:30",2022-10-15 19:30:00,РБ Лейпциг,3,Герта,2,30,в отдельных районах умеренный или сильный дождь с грозой,1.48,4.85,6.5,2.38,1.53,3.8,6.0,5,2,1,5,4,3,22,18,15,12,2.2,1.8,1.5,1.2,4,2,3,6,7,4,3,6,15.3,12.11,10.2,13.44,5.8,4.22,3.6,4.33,58.6,45.44,41.4,54.56,5.7,3.56,4.3,5.22,9.3,11.78,10.5,13.11,2.0,1.78,1.1,2.11,1.1,2.44,1.7,1.33,0.0,0.11,0.0,0.0,5,"Бундеслига,"
83,1736908,"Бундеслига, 10-й тур, регулярный сезон, 16.10.2022 18:30",2022-10-16 18:30:00,Унион Берлин,2,Боруссия Дортмунд,0,28,солнечно,3.08,3.45,2.58,1.82,2.2,2.8,4.8,6,5,1,2,3,3,13,16,6,12,1.3,1.6,0.6,1.2,5,4,2,5,1,6,9,4,12.4,14.3,9.8,11.3,4.8,5.3,2.9,4.2,46.1,51.6,53.9,48.4,4.7,6.5,3.9,5.1,13.7,9.9,9.6,11.2,2.4,1.1,0.9,2.5,2.0,1.8,2.5,3.2,0.2,0.0,0.4,0.1,2,"Бундеслига,"
84,1736909,"Бундеслига, 10-й тур, регулярный сезон, 16.10.2022 16:30",2022-10-16 16:30:00,Кёльн,3,Аугсбург,2,30,солнечно,1.62,4.45,5.15,2.45,1.59,2.8,8.0,3,5,3,1,4,4,15,14,17,15,1.5,1.4,1.7,1.5,1,2,6,5,4,5,6,5,11.0,10.44,11.0,17.33,4.8,3.33,5.2,6.78,55.1,45.44,44.9,54.56,6.5,5.11,6.1,5.22,12.9,13.33,10.4,12.33,2.5,1.78,1.2,2.44,2.3,3.33,1.8,1.67,0.2,0.11,0.1,0.0,5,"Бундеслига,"
85,1736910,"Бундеслига, 10-й тур, регулярный сезон, 15.10.2022 16:30",2022-10-15 16:30:00,Айнтрахт Франкфурт,5,Байер,1,29,солнечно,2.55,3.52,2.78,2.15,1.75,2.7,2.7,5,3,1,2,4,5,16,14,14,16,1.6,1.4,1.4,1.6,4,3,3,3,6,6,4,4,12.3,13.3,10.0,11.8,4.7,5.3,3.8,4.3,47.4,51.5,52.6,48.5,4.6,5.2,4.5,4.0,12.2,11.9,11.3,11.5,2.2,1.7,2.1,1.3,1.7,2.5,2.2,1.7,0.2,0.3,0.0,0.0,6,"Бундеслига,"
86,1736911,"Бундеслига, 10-й тур, регулярный сезон, 15.10.2022 16:30",2022-10-15 16:30:00,Вольфсбург,2,Боруссия М,2,27,солнечно,2.93,3.8,2.32,2.3,1.66,7.0,6.0,2,5,4,3,4,2,9,25,15,13,0.9,2.5,1.5,1.3,3,3,4,6,3,6,7,4,9.7,13.4,13.7,12.9,3.4,7.1,4.3,6.5,51.33,56.4,48.67,43.6,4.6,5.3,5.9,5.0,12.0,9.2,14.67,12.2,1.44,2.4,3.22,3.0,1.9,1.3,2.3,2.4,0.0,0.1,0.0,0.3,4,"Бундеслига,"
87,1736912,"Бундеслига, 10-й тур, регулярный сезон, 15.10.2022 16:30",2022-10-15 16:30:00,Штутгарт,4,Бохум,1,29,умеренный или сильный ливневый дождь,1.74,4.1,4.6,2.15,1.75,5.8,7.0,2,2,4,1,4,7,13,11,14,23,1.3,1.1,1.4,2.3,2,2,6,4,6,7,4,3,11.0,11.0,9.5,17.1,3.9,4.2,3.8,7.3,47.5,48.3,52.5,51.7,4.4,5.2,4.2,4.7,10.63,11.2,11.25,11.0,1.0,1.6,1.13,2.6,2.7,1.7,1.8,1.4,0.3,0.0,0.0,0.0,5,"Бундеслига,"
